MUNICIPIO;QUANTIDADE
521385 Morro Agudo de Goiás;3
521390 Mossâmedes;7
521400 Mozarlândia;17
521405 Mundo Novo;6
521410 Mutunópolis;6
521440 Nazário;9
521450 Nerópolis;27
521460 Niquelândia;49
521470 Nova América;5
521480 Nova Aurora;4
521483 Nova Crixás;11
521486 Nova Glória;5
521487 Nova Iguaçu de Goiás;2
521490 Nova Roma;6
521500 Nova Veneza;8
521520 Novo Brasil;5
521523 Novo Gama;40
521525 Novo Planalto;5
521530 Orizona;34
521540 Ouro Verde de Goiás;6
521550 Ouvidor;10
521560 Padre Bernardo;24
521565 Palestina de Goiás;3
521570 Palmeiras de Goiás;30
521580 Palmelo;6
521590 Palminópolis;8
521600 Panamá;3
521630 Paranaiguara;13
521640 Paraúna;20
521645 Perolândia;4
521680 Petrolina de Goiás;11
521690 Pilar de Goiás;4
521710 Piracanjuba;32
521720 Piranhas;10
521730 Pirenópolis;33
521740 Pires do Rio;71
521760 Planaltina;55
521770 Pontalina;29
521800 Porangatu;74
521805 Porteirão;7
521810 Portelândia;3
521830 Posse;31
521839 Professor Jamil;6
521850 Quirinópolis;125
521860 Rialma;16
521870 Rianápolis;3
521878 Rio Quente;7
521880 Rio Verde;786
521890 Rubiataba;39
521900 Sanclerlândia;11
521910 Santa Bárbara de Goiás;5
521920 Santa Cruz de Goiás;4
521925 Santa Fé de Goiás;4
521930 Santa Helena de Goiás;59
521935 Santa Isabel;3
521940 Santa Rita do Araguaia;4
521945 Santa Rita do Novo Destino;5
521950 Santa Rosa de Goiás;3
521960 Santa Tereza de Goiás;4
521970 Santa Terezinha de Goiás;10
521971 Santo Antônio da Barra;3
521973 Santo Antônio de Goiás;5
521975 Santo Antônio do Descoberto;41
521980 São Domingos;9
521990 São Francisco de Goiás;5
522000 São João d'Aliança;12
522005 São João da Paraúna;3
522010 São Luís de Montes Belos;67
522015 São Luíz do Norte;8
522020 São Miguel do Araguaia;41
522026 São Miguel do Passa Quatro;7
522028 São Patrício;2
522040 São Simão;42
522045 Senador Canedo;99
522050 Serranópolis;9
522060 Silvânia;28
522068 Simolândia;5
522070 Sítio d'Abadia;4
522100 Taquaral de Goiás;6
522108 Teresina de Goiás;5
522119 Terezópolis de Goiás;6
522130 Três Ranchos;7
522140 Trindade;101
522145 Trombas;7
522150 Turvânia;7
522155 Turvelândia;4
522157 Uirapuru;3
522160 Uruaçu;88
522170 Uruana;14
522180 Urutaí;3
522185 Valparaíso de Goiás;107
522190 Varjão;4
522200 Vianópolis;14
522205 Vicentinópolis;11
522220 Vila Boa;6
522230 Vila Propício;5
530010 Brasília;3107
Total;337862
 ;
